Архив,Наименование
Архивный отдел администрации Копейского городского округа Челябинской области,Избирательные комиссии по выборам в народные судьи г.Копейска Челябинской области
Архивный отдел администрации Копейского городского округа Челябинской области,Избирательные комиссии по выборам в областной Совет депутатов трудящихся г.Копейска Челябинской области
Архивный отдел администрации Копейского городского округа Челябинской области,Исполнительный комитет Копейского городского Совета народных депутатов г.Копейск Челябинской области
Архивный отдел администрации Копейского городского округа Челябинской области,Камышинская геологоразведочная партия
Архивный отдел администрации Копейского городского округа Челябинской области,"Камышинское стройуправление треста""Челябшахтострой""г.Копейска Челябинской области"""
Архивный отдел администрации Копейского городского округа Челябинской области,Кировский районный исполнительный комитет Советов депутатов трудящихся г.Копейска Челябинской области
Архивный отдел администрации Копейского городского округа Челябинской области,Комитет народного контроля г.Копейска Челябинской области
Архивный отдел администрации Копейского городского округа Челябинской области,Комитет по земельным ресурсам и землеустройству г.Копейска Челябинской области
Архивный отдел администрации Копейского городского округа Челябинской области,Контора общественного питания г.Копейска Челябинской области
Архивный отдел администрации Копейского городского округа Челябинской области,Контрольносчетная палата Копейского городского округа Челябинской области
Архивный отдел администрации Копейского городского округа Челябинской области,"Копейская база хранения оборудования треста""Союзпроммеханизация""г.Копейска Челябинской области"""
Архивный отдел администрации Копейского городского округа Челябинской области,Копейская городская контора связи
Архивный отдел администрации Копейского городского округа Челябинской области,Копейская строительная контора г.Копейска Челябинской области
Архивный отдел администрации Копейского городского округа Челябинской области,"Копейский монтажный участок треста""Челябшахтострой""г.Копейска Челябинской области"""
Архивный отдел администрации Копейского городского округа Челябинской области,Копейский филиал Челябинского учебного комбината УПК ЦСУ СССР г.Копейска Челябинской области
Архивный отдел администрации Копейского городского округа Челябинской области,"Копейское дочернее предприятие областного государственного унитарного предприятия""Челябоблинвестстрой"""
Архивный отдел администрации Копейского городского округа Челябинской области,"Копейское открытое акционерное общество""Полистром"""
Архивный отдел администрации Копейского городского округа Челябинской области,Краеведческий музей г.Копейска Челябинской области
Архивный отдел администрации Копейского городского округа Челябинской области,Лагерное отделение № г.Копейска Челябинской области
Архивный отдел администрации Копейского городского округа Челябинской области,"Мебельная фабрика производственного об""единения""Челябмебель""г.Копейска Челябинской области"""
Архивный отдел администрации Копейского городского округа Челябинской области,Медицинское училище г.Копейска Челябинской области
Архивный отдел администрации Копейского городского округа Челябинской области,Межрайонный торговый отдел г.Копейска Челябинской области
Архивный отдел администрации Копейского городского округа Челябинской области,"Муниципальное бюджетное учреждение Копейского городского округа Челябинской области""Многофункциональный центр по предоставлению государственных и муниципальных услуг"""
Архивный отдел администрации Копейского городского округа Челябинской области,Муниципальное образовательное учреждение вечерняя (сменная) общеобразовательная школа №
Архивный отдел администрации Копейского городского округа Челябинской области,"Муниципальное унитарное предприятие""Бюро технической инвентаризации"""
Архивный отдел администрации Копейского городского округа Челябинской области,"Муниципальное унитарное предприятие""Горводоканал"""
Архивный отдел администрации Копейского городского округа Челябинской области,"Муниципальное унитарное предприятие""Телерадиокомпания""КопейскТРК"""
Архивный отдел администрации Копейского городского округа Челябинской области,Нотариальная контора №г.Копейска
Архивный отдел администрации Копейского городского округа Челябинской области,Нотариальная контора № г.Копейска Челябинской области
Архивный отдел администрации Копейского городского округа Челябинской области,"ОАФ""Кооперативы и малые предприятия г.Копейска""Челябинской области"""
Архивный отдел администрации Копейского городского округа Челябинской области,"ОАФ""Копейский завод скобяных изделий""и его преемники"""
Архивный отдел администрации Копейского городского округа Челябинской области,"Об""единенный отряд военизированной охраны комбината""Челябинскуголь""г.Копейска Челябинской области"""
Архивный отдел администрации Копейского городского округа Челябинской области,Областная горнотехническая инспекция г.Копейска Челябинской области
Архивный отдел администрации Копейского городского округа Челябинской области,"Общество с ограниченной ответственностью фирма""Опаз"""
Архивный отдел администрации Копейского городского округа Челябинской области,"Объединенный архивный фонд""Государственное унитарное предприятие""Копейская типография""и ее преемник открытое акционерное общество""Партнер"""
Архивный отдел администрации Копейского городского округа Челябинской области,"Объединенный архивный фонд""Документы по выборам органов исполнительной и представительной власти всех уровней на территории г.Копейска Челябинской области"""
Архивный отдел администрации Копейского городского округа Челябинской области,"Объединеный архивный фонд""Ликвидированные предприятия жилищнокоммунального хозяйства"""
Архивный отдел администрации Копейского городского округа Челябинской области,Отдел государственной статистики в г. Челябинск (Челябинскстат) г. Копейска
Архивный отдел администрации Копейского городского округа Челябинской области,Отделение по г. Копейску Управления федерального казначейства по Челябинской области
Архивный отдел администрации Копейского городского округа Челябинской области,"Открытое акционерное общество""Городской рынок и его предшественники"""
Архивный отдел администрации Копейского городского округа Челябинской области,"Открытое акционерное общество""Калачевский совхоз"""
Архивный отдел администрации Копейского городского округа Челябинской области,"Открытое акционерное общество""Копейское автотранспортное предприятие"""
Архивный отдел администрации Копейского городского округа Челябинской области,Подсобное хозяйство городского отдела здравоохранения г.Копейска Челябинской области
Архивный отдел администрации Копейского городского округа Челябинской области,"Потанинский детский дом № г.Копейска, Челябинской области"""
Архивный отдел администрации Копейского городского округа Челябинской области,Потанинское шахтоуправление г.Копейска Челябинской области
Архивный отдел администрации Копейского городского округа Челябинской области,Продовольственный ОРС г.Копейска
Архивный отдел администрации Копейского городского округа Челябинской области,Промтоварный ОРС г. Копейска
Архивный отдел администрации Копейского городского округа Челябинской области,Промысловые артели г.Копейска Челябинской области
Архивный отдел администрации Копейского городского округа Челябинской области,Рабочий батальон № г.Копейска Челябинской области
Архивный отдел администрации Копейского городского округа Челябинской области,Расчетнокассовый центр г.Копейска
Архивный отдел администрации Копейского городского округа Челябинской области,Собрание депутатов Копейского городского округа Челябинской области
Архивный отдел администрации Копейского городского округа Челябинской области,Сталинский районный исполнительный комитет Советов депутатов трудящихся г.Копейска Челябинской области
Архивный отдел администрации Копейского городского округа Челябинской области,"Строительное управленине треста""Челябшахтострой""г.Копейска Челябинской области"""
Архивный отдел администрации Копейского городского округа Челябинской области,Техникум легкой промышленности министерства народного образования РФ г.КопейскаЧелябинской области
Архивный отдел администрации Копейского городского округа Челябинской области,"Товарищество с ограниченной ответственностью""Сатурн""г.Копейска Челябинской области"""
Архивный отдел администрации Копейского городского округа Челябинской области,"Транспортная контора треста""Копейскуголь""г.Копейска Челябинской области"""
Архивный отдел администрации Копейского городского округа Челябинской области,Управление архитектуры и градостроительства администрации Копейского городского округа Челябинской области
Архивный отдел администрации Копейского городского округа Челябинской области,Управление здравоохранения администрации Копейского городского округа Челябинской области
Архивный отдел администрации Копейского городского округа Челябинской области,Управление имуществом администрации Копейского городского округа Челябинской области
Архивный отдел администрации Копейского городского округа Челябинской области,Управление коммунального хозяйства г.Копейска Челябинской области
Архивный отдел администрации Копейского городского округа Челябинской области,Управление культуры администрации г.Копейска Челябинской области
Архивный отдел администрации Копейского городского округа Челябинской области,Управление образования администрации г.Копейска Челябинской области
Архивный отдел администрации Копейского городского округа Челябинской области,"Управление рабочего снабжения треста""Челябинскуголь""г.Копейска Челябинской области"""
Архивный отдел администрации Копейского городского округа Челябинской области,Управление социальной защиты населения администрации Копейского городского округа Челябинской области
Архивный отдел администрации Копейского городского округа Челябинской области,Уральский производственноторговый центр
Архивный отдел администрации Копейского городского округа Челябинской области,Фабрика ремонта и индивидуального пошива одежды г.Копейска Челябинской области
Архивный отдел администрации Копейского городского округа Челябинской области,Финансовое управление администрации Копейского городского округа Челябинской области
Архивный отдел администрации Копейского городского округа Челябинской области,Финансовый отдел Горняцкого райисполкома г.Копейска Челябинской области
Архивный отдел администрации Копейского городского округа Челябинской области,Финансовый отдел Кировского райисполкома г.Копейска Челябинской области
Архивный отдел администрации Копейского городского округа Челябинской области,Финансовый отдел Сталинского райисполкома г.Копейска Челябинской области
Архивный отдел администрации Копейского городского округа Челябинской области,"Челябинская контора треста""Шахтспецстрой""г.Копейска, Челябинской области"""
Архивный отдел администрации Копейского городского округа Челябинской области,"Шахта № треста""Копейскуголь""г.Копейска Челябинской области"""
Архивный отдел администрации Копейского городского округа Челябинской области,"Шахта №бис треста""Копейскуголь""г.Копейска Челябинской области"""
Архивный отдел администрации Копейского городского округа Челябинской области,"Шахта № капитальная треста""Копейскуголь""г.Копейска Челябинской области"""
Архивный отдел администрации Копейского городского округа Челябинской области,"Шахта № треста""Копейскуголь"""
Архивный отдел администрации Копейского городского округа Челябинской области,"шахта № треста""Копейскуголь""г.Копейска Челябинской области"""
Архивный отдел администрации Копейского городского округа Челябинской области,"Шахта""Комсомольская""акционерного общества""Челябинскуголь""г.Копейска Челябинской области"""
Архивный отдел администрации Копейского городского округа Челябинской области,"Шахта""Октябрьская""производственного об""единения""Челябинскуголь""г.Копейска Челябинской области"""
Архивный отдел администрации Копейского городского округа Челябинской области,"Шахта""Подозерная""производственного об""единения""Челябинскуголь""г.Копейска Челябинской области"""
Архивный отдел администрации Копейского городского округа Челябинской области,".Шахта""Северная""производственного об""единения""Челябинскуголь""г.Копейск Челябинской области"""
Архивный отдел администрации Копейского городского округа Челябинской области,"Шахта""Центральная""производственного об""единения""Челябинскуголь"""
Архивный отдел администрации Копейского городского округа Челябинской области,"Шахта""ЮжноКамышинская""треста""Копейскуголь""г.Копейска Челябинской области"""
Архивный отдел администрации Копейского городского округа Челябинской области,".Шахтоуправление""Красная горнячка""производственного об""единения""Челябинскуголь"""
Архивный отдел администрации Копейского городского округа Челябинской области,"Шахтоуправление""Красная горнячка""производственного об""единения""Челябинскуголь""г.Копейска Челябинской области"""
Архивный отдел администрации Коркинского муниципального района,"Автобаза № треста""Челябстройтранс"""
Архивный отдел администрации Коркинского муниципального района,Администрация Коркинского городскго поселения
Архивный отдел администрации Коркинского муниципального района,Администрация Коркинского муниципального района
Архивный отдел администрации Коркинского муниципального района,"Акционерное общество огткрытого типа""Коркинский стекольный завод"""
Архивный отдел администрации Коркинского муниципального района,"Акционерное общество по добыче угля""Челябинская угольная компания"""
Архивный отдел администрации Коркинского муниципального района,"Артель""Красная Звезда""облметаллопромсоюза"
Архивный отдел администрации Коркинского муниципального района,"Артель""Светлый путь""облпромсовета"
Архивный отдел администрации Коркинского муниципального района,Архивный отдел администрации г.Коркино
Архивный отдел администрации Коркинского муниципального района,Бектышский кирпичный завод
Архивный отдел администрации Коркинского муниципального района,Воинская часть №
Архивный отдел администрации Коркинского муниципального района,"Вооруженновахтерская охрана треста""Коркинуголь"""
Архивный отдел администрации Коркинского муниципального района,"Вскрышной разрез № треста""Коркинуголь"""
Архивный отдел администрации Коркинского муниципального района,Горком профсоюза работников культуры
Архивный отдел администрации Коркинского муниципального района,Горком профсоюза угольщиков
Архивный отдел администрации Коркинского муниципального района,Горком союза рабочих местной промышленности и коммунальных предприятий
Архивный отдел администрации Коркинского муниципального района,Горнопромышленная школа №
Архивный отдел администрации Коркинского муниципального района,Горнопромышленное училище №
Архивный отдел администрации Коркинского муниципального района,Городская больница
Архивный отдел администрации Коркинского муниципального района,Городской комитет народного контроля
Архивный отдел администрации Коркинского муниципального района,Городской комитет профсоюза работников просвещения высшей школы и научных учреждений г.Коркино
Архивный отдел администрации Коркинского муниципального района,Городской комитет работников профсоюза госучреждений
Архивный отдел администрации Коркинского муниципального района,Городской народный суд
Архивный отдел администрации Коркинского муниципального района,Городской отдел социального обеспечения
Архивный отдел администрации Коркинского муниципального района,"Городской промкомбинат""Челябместпрома"""
Архивный отдел администрации Коркинского муниципального района,Городской торг
Архивный отдел администрации Коркинского муниципального района,Государственная налоговая инспекция по г.Коркино
Архивный отдел администрации Коркинского муниципального района,"Государственное бюджетное образовательное учреждение среднего профессионального образования (среднее специальное учебное заведение)""Коркинский горностроительный техникум"""
Архивный отдел администрации Коркинского муниципального района,"Государственное бюджетное образовательное учреждение среднего профессионального образования (среднее специальное учебное заведение)""Коркинский техникум пищевой промышленности"""
Архивный отдел администрации Коркинского муниципального района,"Государственное бюджетное образовательное учреждение среднего профессионального образования (среднее специальное учебное заведение)""Первомайский техникум промышленности строительных материалов"""
Архивный отдел администрации Коркинского муниципального района,Дворец культуры им.А.А. Жданова
Архивный отдел администрации Коркинского муниципального района,Дворец культуры им.С.М.Кирова
Архивный отдел администрации Коркинского муниципального района,"Деревообделочный цех треста""Челябстройконструкция"""
Архивный отдел администрации Коркинского муниципального района,Детский дом №
Архивный отдел администрации Коркинского муниципального района,Документы по выборам в представительные и исполнительные органы власти
Архивный отдел администрации Коркинского муниципального района,"Дочернее открытое акционерное общество""Коркинское специализированное монтажное управление закрытого акционерного общества""Трест""Востокметаллургмонтаж""и его предшественники"""
Архивный отдел администрации Коркинского муниципального района,"Жилищнокоммунальный отдел треста""Калачевуголь"""
Архивный отдел администрации Коркинского муниципального района,"Жилищнокоммунальный отдел треста""Челябинскшахтострой"""
Архивный отдел администрации Коркинского муниципального района,Жилищностроительная контора
Архивный отдел администрации Коркинского муниципального района,"Закрытое акционерное общество""Коркинская швейная фабрика"""
Архивный отдел администрации Коркинского муниципального района,"Закрытое акционерное общество промышленностроительная компания""Южуралпромстрой"""
Архивный отдел администрации Коркинского муниципального района,Калачевская геологоразведочная партия
Архивный отдел администрации Коркинского муниципального района,Калачевское строительное управление
Архивный отдел администрации Коркинского муниципального района,Комбинат коммунальных предприятий
Архивный отдел администрации Коркинского муниципального района,"Комбинат производственных предприятий треста""Южуралпромстрой"""
Архивный отдел администрации Коркинского муниципального района,Комитет по сбору подписей под Стокгольмским возванием
Архивный отдел администрации Коркинского муниципального района,"Комитет по экономике, инвестициям и ведению местного хозяйства администрации г.Коркино"
Архивный отдел администрации Коркинского муниципального района,Контора министрества связи
Архивный отдел администрации Коркинского муниципального района,Контора по благоустройству и озеленению при Горкомхозе
Архивный отдел администрации Коркинского муниципального района,"Контора технического снабжения треста""Калачевуголь"""
Архивный отдел администрации Коркинского муниципального района,"Контора технического снабжения треста""Коркиншахтострой"""
Архивный отдел администрации Коркинского муниципального района,"Контора""Углетехснаб""треста""Коркинуголь"""
Архивный отдел администрации Коркинского муниципального района,"Контора""Челябуглесбыт""треста""Коркинуголь"""
Архивный отдел администрации Коркинского муниципального района,Контрольносчетная палата Коркинского муниципального района
Архивный отдел администрации Коркинского муниципального района,"Кооперативные, частные и другие предприятия г. Коркино"""
Архивный отдел администрации Коркинского муниципального района,Коркинская геологоразведочная партия
Архивный отдел администрации Коркинского муниципального района,Коркинская кондитерская фабрика
Архивный отдел администрации Коркинского муниципального района,Коркинская контора гидромеханизации
Архивный отдел администрации Коркинского муниципального района,"Коркинская спецстройконтора треста""Коркиншахтострой"""
Архивный отдел администрации Коркинского муниципального района,Коркинский городской отдел статистики
Архивный отдел администрации Коркинского муниципального района,Коркинский городской Совет народных депутатов и его исполнительный комитет
Архивный отдел администрации Коркинского муниципального района,"Коркинский монтажный участок треста""Союзшахтоспецмонтаж"""
Архивный отдел администрации Коркинского муниципального района,"Коркинский шлакоблочный завод треста""Челябинскшахтострой"""
Архивный отдел администрации Коркинского муниципального района,"Коркинское агентство управления""Росгосстрах""по Челябинской области"""
Архивный отдел администрации Коркинского муниципального района,Коркинское отделение промбанка
Архивный отдел администрации Коркинского муниципального района,Коркинское управление новых шахт
Архивный отдел администрации Коркинского муниципального района,"""Коркинское энергоуправление""филиал ОАО""Челябинскуголь"""
Архивный отдел администрации Коркинского муниципального района,"Магазин №""Особгастронома"""
Архивный отдел администрации Коркинского муниципального района,Муниципальное бюджетное учреждение «Коркинский многофункциональный центр предоставления государственных и муниципальных услуг» Коркинского муниципального района
Архивный отдел администрации Коркинского муниципального района,Муниципальное бюджетное учреждение «Управление городского хозяйства и архитектуры» Коркинского городского поселения
Архивный отдел администрации Коркинского муниципального района,Муниципальное казенное учреждение «Парк культуры и
Архивный отдел администрации Коркинского муниципального района,"Муниципальное унитарное предприятие""Водоканал"""
Архивный отдел администрации Коркинского муниципального района,Муниципальное унитарное предприятие «Водоканал Роза»
Архивный отдел администрации Коркинского муниципального района,"Муниципальное унитарное предприятие""Горводоканал"""
Архивный отдел администрации Коркинского муниципального района,"Муниципальное унитарное предприятие""Жилищное ремонотноэксплуатационное управление"""
Архивный отдел администрации Коркинского муниципального района,"Муниципальное унитарное предприятие""Жилищнокоммунальный сервис"""
Архивный отдел администрации Коркинского муниципального района,"Муниципальное унитарное предприятие""Розинское жилищнокоммунальное хозяйство"""
Архивный отдел администрации Коркинского муниципального района,"Муниципальное унитарное предприятие""Тепловые сети"""
Архивный отдел администрации Коркинского муниципального района,"Муниципальное унитарное предприятие""Управление жилищнокоммунального хозяйства Первомайского городского поселения"""
Архивный отдел администрации Коркинского муниципального района,"Муниципальное учреждение""Жилкомзаказчик"""
Архивный отдел администрации Коркинского муниципального района,Облластное казенное учреждение центр занятости населения города Коркино
Архивный отдел администрации Коркинского муниципального района,Обувная мастерская
Архивный отдел администрации Коркинского муниципального района,"Общество с ограниченной ответственность""Коркиносантехмонтаж"""
Архивный отдел администрации Коркинского муниципального района,"Общество с ограниченной ответственностью""Коркинская строительная компания"""
Архивный отдел администрации Коркинского муниципального района,"Общество с ограниченной ответственностью""Центр"""
Архивный отдел администрации Коркинского муниципального района,"Общество с ограниченой отвественностью""Розинский опытномеханический завод"""
Архивный отдел администрации Коркинского муниципального района,"Объединенный построечный комитет профсоюза кооперативного объединения""Южуралпромстрой"""
Архивный отдел администрации Коркинского муниципального района,Органы представительной и исполнительной власти на территории Первомайского поселкового Совета депутатов
Архивный отдел администрации Коркинского муниципального района,Органы представительной и исполнительной власти на территории Розинского поселкового Совета депутатов
Архивный отдел администрации Коркинского муниципального района,Особо строительномонтажное управление №
