Архив,Наименование
Архивный отдел Администрации Саткинского муниципального района Челябинской области,"Муниципальное казенное учреждение ""Управление образования"" Саткинского района г. Сатка"
Архивный отдел Администрации Саткинского муниципального района Челябинской области,"Муниципальное казенное общеобразовательное учреждение ""Санаторная школа с наличием интерната для обучающихся нуждающихся в длительном лечении р.п. Межевой"" Саткинского района"
Архивный отдел Администрации Саткинского муниципального района Челябинской области,"Муниципальное казенное учреждение ""Управление культуры"" Саткинского района г. Сатка"
Архивный отдел Администрации Саткинского муниципального района Челябинской области,Управление социальной защиты населения администрации Саткинского муниципального района г. Сатка
Архивный отдел Администрации Саткинского муниципального района Челябинской области,"Автономная некоммерческая организация ""Редакция газеты"" ""Саткинский рабочий"" г. Сатка"
Архивный отдел Администрации Саткинского муниципального района Челябинской области,Общественная палата Саткинского муниципального района г. Сатка
Архивный отдел администрации города Снежинска,Областное казенное учреждение Центр занятости населения г. Снежинска
Архивный отдел администрации города Снежинска,Собрание депутатов Снежинского городского округа г. Снежинск
Архивный отдел администрации города Снежинска,Администрация города Снежинска
Архивный отдел администрации города Снежинска,Контрольно-счетная палата города Снежинска
Архивный отдел администрации города Снежинска,"Муниципальное казенное учреждение ""Финансовое управление Снежинского городского округа"" г. Снежинск"
Архивный отдел администрации города Снежинска,Комитет экономики администрации города Снежинска
Архивный отдел администрации города Снежинска,"Муниципальное казенное учреждение ""Комитет по управлению имуществом"" г. Снежинск"
Архивный отдел администрации города Снежинска,Муниципальное казенное учреждение «Снежинское лесничество» г. Снежинск
Архивный отдел администрации города Снежинска,Управление градостроительства администрации города Снежинска
Архивный отдел администрации города Снежинска,"Муниципальное казённое  учреждение ""Управление образования администрации города Снежинска"
Архивный отдел администрации города Снежинска,"Муниципальное бюджетное учреждение ""Клубное объединение ""Октябрь"" г. Снежинск"
Архивный отдел администрации города Снежинска,Муниципальное казённое учреждение 'Управление культуры и молодежной политики администрации города Снежинска'
Архивный отдел администрации города Снежинска,"Муниципальное бюджетное учреждение ""Снежинский городской музей"" г. Снежинск"
Архивный отдел администрации города Снежинска,"Муниципальное казенное учреждение ""Управление физической культуры и спорта администрации города Снежинска"
Архивный отдел администрации города Снежинска,"Муниципальное казенное учреждение ""Управление социальной защиты населения города Снежинска"
Архивный отдел администрации Сосновского муниципального района,"Государственное стационарное учреждение социального обслуживания ""Полетаевский психоневрологический интернат"" с. Полетаево Сосновского района"
Архивный отдел администрации Сосновского муниципального района,"Государственное бюджетное учреждение здравоохранения ""Районная больница с. Долгодеревенское"" с. Долгодеревенское Сосновского района"
Архивный отдел администрации Сосновского муниципального района,Собрание депутатов Сосновского  муниципального района с. Долгодеревенское
Архивный отдел администрации Сосновского муниципального района,Совет депутатов Алишевского сельского поселения п. Трубный Сосновского района
Архивный отдел администрации Сосновского муниципального района,Совет депутатов Архангельского сельского поселения  с. Архангельское Сосновского района
Архивный отдел администрации Сосновского муниципального района,Совет депутатов Вознесенского сельского поселения  с. Вознесенка Сосновского района
Архивный отдел администрации Сосновского муниципального района,Совет депутатов Долгодеревенского сельского поселения  с. Долгодеревенское Сосновского района
Архивный отдел администрации Сосновского муниципального района,Совет депутатов Есаульского сельского поселения п. Еткульский Сосновского района
Архивный отдел администрации Сосновского муниципального района,Совет депутатов Краснопольского сельского поселения  с. Красное поле Сосновского района
Архивный отдел администрации Сосновского муниципального района,Совет депутатов Кременкульского сельского поселения  п. Кременкуль Сосновского района
Архивный отдел администрации Сосновского муниципального района,Совет депутатов Мирненского сельского поселения п. Мирный Сосновского района
Архивный отдел администрации Сосновского муниципального района,Совет депутатов сельского поселения Новый Кременкуль  п. Новый Кременкуль Сосновского района
Архивный отдел администрации Сосновского муниципального района,Совет депутатов Полетаевского сельского поселения  с. Полетаево Сосновского района
Архивный отдел администрации Сосновского муниципального района,Совет депутатов Рощинского сельского поселения п. Рощино Сосновского района
Архивный отдел администрации Сосновского муниципального района,Совет депутатов Саккуловского сельского поселения д. Саккулово Сосновского района
Архивный отдел администрации Сосновского муниципального района,Совет депутатов Саргазинского сельского поселения п. Саргазы Сосновского района
Архивный отдел администрации Сосновского муниципального района,Совет депутатов Солнечного сельского поселения п. Солнечный Сосновского района
Архивный отдел администрации Сосновского муниципального района,Совет депутатов Теченского сельского поселения п. Теченский Сосновского района
Архивный отдел администрации Сосновского муниципального района,Совет депутатов Томинского сельского поселения п. Томино Сосновского района
Архивный отдел администрации Сосновского муниципального района,Администрация Сосновского муниципального района с. Долгодеревенское
Архивный отдел администрации Сосновского муниципального района,Администрация Алишевского сельского поселения п. Трубный Сосновского района
Архивный отдел администрации Сосновского муниципального района,Администрация Архангельского сельского поселения с. Архангельское Сосновского района
Архивный отдел администрации Сосновского муниципального района,Администрация Вознесенского сельского поселения с. Вознесенка Сосновского района
Архивный отдел администрации Сосновского муниципального района,Администрация Долгодеревенского сельского поселения с. Долгодеревенское Сосновского района
Архивный отдел администрации Сосновского муниципального района,Администрация Есаульского сельского поселения п. Есаульский Сосновского района
Архивный отдел администрации Сосновского муниципального района,Администрация Краснопольского сельского поселения с. Красное поле Сосновского района
Архивный отдел администрации Сосновского муниципального района,Администрация Кременкульского сельского поселения п. Кременкуль Сосновского района
Архивный отдел администрации Сосновского муниципального района,Администрация Мирненского сельского поселения п. Мирный Сосновского района
Архивный отдел администрации Сосновского муниципального района,"Администрация сельского поселения ""Новый Кременкуль"" п. Новый Кременкуль Сосновского района"
Архивный отдел администрации Сосновского муниципального района,Администрация Полетаевского сельского поселения с. Полетаево Сосновского района
Архивный отдел администрации Сосновского муниципального района,Администрация Рощинского сельского поселения п. Рощино Сосновского района
Архивный отдел администрации Сосновского муниципального района,Администрация Саккуловского сельского поселения д. Саккулово Сосновского района
Архивный отдел администрации Сосновского муниципального района,Администрация Саргазинского сельского поселения п. Саргазы Сосновского района
Архивный отдел администрации Сосновского муниципального района,Администрация Солнечного сельского поселения п. Солнечное Сосновского района
Архивный отдел администрации Сосновского муниципального района,Администрация Теченского сельского поселения п. Теченский Сосновского района
Архивный отдел администрации Сосновского муниципального района,Администрация Томинского сельсовета п. Томино Сосновского района
Архивный отдел администрации Сосновского муниципального района,Контрольно-счетная палата Сосновского муниципального района с. Долгодеревенское
Архивный отдел администрации Сосновского муниципального района,Финансовое управление администрации Сосновского муниципального района с. Долгодеревенское
Архивный отдел администрации Сосновского муниципального района,Комитет по управлению имуществом и земельным отношениям Сосновского муниципального района с. Долгодеревенское
Архивный отдел администрации Сосновского муниципального района,Управление архитектуры и строительства администрации Сосновского муниципального района с. Долгодеревенское
Архивный отдел администрации Сосновского муниципального района,Управление образования администрации Сосновского муниципального района с. Долгодеревенское
Архивный отдел администрации Сосновского муниципального района,Отдел культуры администрации Сосновского муниципального района с. Долгодеревенское
Архивный отдел администрации Сосновского муниципального района,Управление социальной защиты населения администрации Сосновского муниципального района с. Долгодеревенское
Архивный отдел администрации Сосновского муниципального района,Открытое акционерное общество  Ордена Трудового Красного Знамени «Племенной завод «Россия» п. Мирный Сосновского района
Архивный отдел администрации Сосновского муниципального района,"Автономная некоммерческая организация ""Редакция газеты ""Сосновская нива"" с. Долгодеревенское Сосновского района"
Архивный отдел администрации Сосновского муниципального района,Сосновский районный союз потребительских обществ с. Долгодеревенское
Архивный отдел администрации Сосновского муниципального района,Муниципальное казенное учреждение «Архив города Трехгорного»
Архивный отдел администрации Сосновского муниципального района,Областное казенное учреждение Центр занятости населения г. Трехгорный
Архивный отдел администрации Сосновского муниципального района,Собрание депутатов города Трехгорного
Архивный отдел администрации Сосновского муниципального района,Администрация города Трехгорного
Архивный отдел администрации Сосновского муниципального района,Контрольно-счетная палата города Трехгорного
Архивный отдел администрации Сосновского муниципального района,Городское финансовое управление администрации города Трехгорного
Архивный отдел администрации Сосновского муниципального района,Комитет по управлению имуществом и земельным отношениям администрации города Трехгорного
Архивный отдел администрации Сосновского муниципального района,"Муниципальное бюджетное учреждение ""Трехгорное лесничество"" г. Трехгорный"
Архивный отдел администрации Сосновского муниципального района,Отдел градостроительства администрации города Трехгорного
Архивный отдел администрации Сосновского муниципального района,"Муниципальное казенное учреждение ""Управление капитального строительства"" г. Трехгорный"
Архивный отдел администрации Сосновского муниципального района,"Муниципальное унитарное предприятие ""Телерадиокомпания ""Трехгорные вещательные системы"" г. Трехгорного"
Архивный отдел администрации Сосновского муниципального района,Управление образования администрации города Трехгорного
Архивный отдел администрации Сосновского муниципального района,Управление культуры администрации города Трехгорный
Архивный отдел администрации Сосновского муниципального района,"Муниципальное бюджетное учреждение ""Физкультура и спорт"" г. Трехгорный"
Архивный отдел администрации Сосновского муниципального района,Управление социальной защиты населения администрации города Трехгорного
Архивный отдел администрации Сосновского муниципального района,"Муниципальное бюджетное учреждение ""Архив города Троицка"" г. Троицк"
Архивный отдел администрации Сосновского муниципального района,"Государственное бюджетное профессиональное образовательное учреждение ""Троицкий педагогический колледж"" г. Троицк"
Архивный отдел администрации Сосновского муниципального района,"Государственное бюджетное профессиональное образовательное учреждение ""Троицкий медицинский колледж"" г. Троицк"
Архивный отдел администрации Сосновского муниципального района,Областное казенное учреждение Центр занятости населения города Троицка
Архивный отдел администрации Сосновского муниципального района,"Госдарственное бюджетное учреждение здравоохранения ""Областная больница г. Троицк"
Архивный отдел администрации Сосновского муниципального района,Собрание депутатов города Троицка Челябинской области
Архивный отдел администрации Сосновского муниципального района,Администрация города Троицка Челябинской области
Архивный отдел администрации Сосновского муниципального района,Контрольно-счетная палата города Троицка
Архивный отдел администрации Сосновского муниципального района,Финансовое управление администрации города Троицка
Архивный отдел администрации Сосновского муниципального района,Управление социально-экономической политики Администрации города Троицка
Архивный отдел администрации Сосновского муниципального района,Управление муниципальной собственности администрации города Троицка
Архивный отдел администрации Сосновского муниципального района,Управление по архитектуре и градостроительству Администрации города Троицка
Архивный отдел администрации Сосновского муниципального района,Управление образования администрации города Троицка
Архивный отдел администрации Сосновского муниципального района,"Муниципальное казенное учреждение ""Центр сопровождения деятельности образовательных учреждений"" г. Троицк"
Архивный отдел администрации Сосновского муниципального района,"Муниципальное бюджетное образовательное учреждение ""Средняя общеобразовательная школа № 9"" г. Троицка"
Архивный отдел администрации Сосновского муниципального района,Управление по культуре администрации города Троицка
Архивный отдел администрации Сосновского муниципального района,"Управление по спорту, туризму и делам молодежи Администрации города Троицка"
Архивный отдел администрации Сосновского муниципального района,Управление социальной защиты населения администрации города Троицка
Архивный отдел администрации Сосновского муниципального района,Филиал Публичного акционерного общества «Вторая генерирующая компания оптового рынка электроэнергии «ОГК-2» -Троицкая ГРЭС  г. Троицк
Архивный отдел администрации Сосновского муниципального района,Акционерное общество «Троицкий электромеханический завод» г. Троицк
Архивный отдел администрации Сосновского муниципального района,Автономная некоммерческая организация «Редакция газеты «Вперед»   г. Троицк
Архивный отдел администрации Троицкого муниципального района,Собрание депутатов Троицкого муниципального района г. Троицк
Архивный отдел администрации Троицкого муниципального района,Совет депутатов Белозерского сельского поселения с. Белозеры Троицкого района
Архивный отдел администрации Троицкого муниципального района,Совет депутатов Бобровского сельского поселения с. Бобровка Троицкого района
Архивный отдел администрации Троицкого муниципального района,Совет депутатов Дробышевского сельского поселения с. Дробышево Троицкого района
Архивный отдел администрации Троицкого муниципального района,Совет депутатов Карсинского сельского поселения с. Карсы Троицкого района
Архивный отдел администрации Троицкого муниципального района,Совет депутатов Ключевского сельского поселения с.Ключевка Троицкого района
Архивный отдел администрации Троицкого муниципального района,Совет депутатов Клястицкого сельского поселения с. Клястицкое Троицкого района
Архивный отдел администрации Троицкого муниципального района,Совет депутатов Кособродского сельского поселения п. Целинный Троицкого района
Архивный отдел администрации Троицкого муниципального района,Совет депутатов Нижнесанарского сельского поселения с. Нижняя Санарка Троицкого района
Архивный отдел администрации Троицкого муниципального района,Совет депутатов Новомирского сельского поселения п. Новый мир Троицкого района
Архивный отдел администрации Троицкого муниципального района,Совет депутатов Песчанского сельского поселения с. Песчаное Троицкого района
Архивный отдел администрации Троицкого муниципального района,Совет депутатов Родниковского сельского поселения п. Родники Троицкого района
Архивный отдел администрации Троицкого муниципального района,Совет депутатов Троицко-совхозного сельского поселения п. Скалистый Троицкого района
Архивный отдел администрации Троицкого муниципального района,Совет депутатов Шантаринского сельского поселения п. Шантарино Троицкого района
Архивный отдел администрации Троицкого муниципального района,Совет депутатов Яснополянского сельского поселения п. Ясные поляны Троицкого района
Архивный отдел администрации Троицкого муниципального района,Администрация Троицкого муниципального района г. Троицк
Архивный отдел администрации Троицкого муниципального района,"Администрация муниципального образования ""Белозерское сельское поселение"" с. Белозеры Троицкого района"
Архивный отдел администрации Троицкого муниципального района,"Администрация муниципального образования ""Бобровское сельское поселение"" Троицкого района с. Бобровка"
Архивный отдел администрации Троицкого муниципального района,"Администрация муниципального образования ""Дробышевское сельское поселение"" с. Дробышево Троицкого района"
Архивный отдел администрации Троицкого муниципального района,"Администрация муниципального образования ""Карсинское сельское поселение"" с. Карсы Троицкого района"
Архивный отдел администрации Троицкого муниципального района,"Администрация муниципального образования ""Ключевское сельское поселение"" с. Ключевка Троицкого района"
Архивный отдел администрации Троицкого муниципального района,"Администрация муниципального образования ""Клястицкое сельское поселение"" с. Клястицкое Троицкого района"
Архивный отдел администрации Троицкого муниципального района,Администрация Кособродского сельского поселения п. Целинный Троицкого района
Архивный отдел администрации Троицкого муниципального района,"Администрация муниципального образования ""Нижнесанарское сельское поселение"" с. Нижняя Санарка Троицкого района"
Архивный отдел администрации Троицкого муниципального района,"Администрация муниципального образования ""Новомирское сельское поселение"" п. Новый мир Троицкого района"
Архивный отдел администрации Троицкого муниципального района,"Администрация муниципального образования ""Песчанское сельское поселение"" с. Песчаное Троицкого района"
Архивный отдел администрации Троицкого муниципального района,"Администрация муниципального образования ""Родниковское сельское поселение"" п. Родники Троицкого района"
Архивный отдел администрации Троицкого муниципального района,"Администрация муниципального образования ""Троицко-совхозное сельское поселение"" п. Скалистый Троицкого района"
Архивный отдел администрации Троицкого муниципального района,"Администрация муниципального образования ""Шантаринское сельское поселение"" Троицкого района п. Шантарино"
Архивный отдел администрации Троицкого муниципального района,"Администрация муниципального образования ""Яснополянское сельское поселение"" п. Ясные поляны Троицкого района"
Архивный отдел администрации Троицкого муниципального района,Контрольно-счетная палата Троицкого муниципального района г. Троицк
Архивный отдел администрации Троицкого муниципального района,Финансовое управление администрации Троицкого муниципального района г. Троицк
Архивный отдел администрации Троицкого муниципального района,Комитет экономики администрации Троицкого муниципального района г. Троицк
Архивный отдел администрации Троицкого муниципального района,Управление муниципальным имуществом и земельными отношениями администрации Троицкого муниципального района г. Троицк
Архивный отдел администрации Троицкого муниципального района,Управление сельского хозяйства и продовольствия Троицкого муниципального района г. Троицк
Архивный отдел администрации Троицкого муниципального района,Управление по делам образования администрации Троицкого муниципального района г. Троицк
Архивный отдел администрации Троицкого муниципального района,Управление по культуре и спорту администрации Троицкого муниципального района г. Троицк
Архивный отдел администрации Троицкого муниципального района,Управление социальной защиты населения Троицкого муниципального района г. Троицк
Архивный отдел администрации Троицкого муниципального района,Колхоз «Карсы» с. Карсы Троицкого района
Архивный отдел администрации Увельского муниципального района,"Челябинское областное бюджетное учреждение ""Увельский лесхоз"" п. Увельский"
Архивный отдел администрации Увельского муниципального района,Областное казенное учреждение Центр занятости населения Увельского района п. Увельский
Архивный отдел администрации Увельского муниципального района,"Государственное бюджетное учреждение здравоохранения ""Районная больница п. Увельский"
Архивный отдел администрации Увельского муниципального района,Собрание депутатов Увельского муниципального района п. Увельский
Архивный отдел администрации Увельского муниципального района,Совет депутатов Каменского сельского поселения Увельского муниципального района п. Каменский
Архивный отдел администрации Увельского муниципального района,Совет депутатов Кичигинского сельского поселения Увельского муниципального района с. Кичигино
Архивный отдел администрации Увельского муниципального района,Совет депутатов Красносельского сельского поселения Увельского муниципального района с. Красносельское
Архивный отдел администрации Увельского муниципального района,Совет депутатов Мордвиновского сельского поселения Увельского муниципального района с. Мордвиновка
Архивный отдел администрации Увельского муниципального района,Совет депутатов Петровского сельского поселения Увельского муниципального района с. Петровское
Архивный отдел администрации Увельского муниципального района,Совет депутатов Половинского сельского поселения Увельского муниципального района с. Половинка
Архивный отдел администрации Увельского муниципального района,Совет депутатов Рождественского сельского поселения Увельского муниципального района с. Рождественка
Архивный отдел администрации Увельского муниципального района,Совет депутатов Увельского сельского поселения Увельского муниципального района п. Увельский
Архивный отдел администрации Увельского муниципального района,Совет депутатов Хомутининского сельского поселения Увельского муниципального района с. Хомутинино
Архивный отдел администрации Увельского муниципального района,Совет депутатов Хуторского сельского поселения Увельского муниципального района с. Хуторка
Архивный отдел администрации Увельского муниципального района,Администрация Увельского муниципального района п. Увельский
Архивный отдел администрации Увельского муниципального района,Администрация Каменского сельского поселения Увельского муниципального района п. Каменский
Архивный отдел администрации Увельского муниципального района,Администрация Кичигинского сельского поселения Увельского муниципального района с. Кичигино
Архивный отдел администрации Увельского муниципального района,Администрация Красносельского сельского поселения Увельского муниципального района с. Красносельское
Архивный отдел администрации Увельского муниципального района,Администрация Мордвиновского сельского поселения Увельского муниципального района с. Мордвиновка
Архивный отдел администрации Увельского муниципального района,Администрация Петровского сельского поселения Увельского муниципального района с. Петровское
Архивный отдел администрации Увельского муниципального района,Администрация Половинского сельского поселения Увельского муниципального района с. Половинка
Архивный отдел администрации Увельского муниципального района,Администрация Рождественского сельского поселения Увельского муниципального района с. Рождественка
